NO,FEATURE CODE,FEATURE NAME,NAME,TYPE,STATE,LAT,LONG
578,BJ0330,Petrol Station,CALTEX Taman Desa Bakti,CALTEX,Selangor,3.2433,101.661
579,BJ0330,Petrol Station,PETRONAS Selayang Baru,PETRONAS,Selangor,3.24354,101.667
580,BJ0330,Petrol Station,ESSO Selayang Baru,PETRON,Selangor,3.24455,101.66
581,BJ0330,Petrol Station,BHP Ece Gombak,BHP,Selangor,3.25352,101.728
582,BJ0330,Petrol Station,ESSO Bandar Baru Selayang,PETRON,Selangor,3.25521,101.656
583,BJ0330,Petrol Station,PETRONAS Kampung Sungai Buluh,PETRONAS,Selangor,3.25483,101.31
584,BJ0330,Petrol Station,PETRONAS Kampung Bendahara,PETRONAS,Selangor,3.26285,101.677
585,BJ0330,Petrol Station,SHELL,SHELL,Selangor,3.28978,101.634
586,BJ0330,Petrol Station,PETRONAS Setia Jaya Rawang,PETRONAS,Selangor,3.30094,101.603
587,BJ0330,Petrol Station,CALTEX Assam Jawa,CALTEX,Selangor,3.30336,101.297
588,BJ0330,Petrol Station,BHP Rawang,BHP,Selangor,3.30433,101.594
589,BJ0330,Petrol Station,BHP Taman Jati,BHP,Selangor,3.30678,101.588
590,BJ0330,Petrol Station,PETRONAS Taman Bersatu,PETRONAS,Selangor,3.30873,101.584
591,BJ0330,Petrol Station,PETRONAS Industrial Rawang,PETRONAS,Selangor,3.3107,101.561
592,BJ0330,Petrol Station,PETRONAS Jalan Negeri-B27,PETRONAS,Selangor,3.3107,101.557
593,BJ0330,Petrol Station,PETRONAS Taman Bayu Permai,PETRONAS,Selangor,3.3109,101.539
594,BJ0330,Petrol Station,SHELL Rawang,SHELL,Selangor,3.31175,101.581
595,BJ0330,Petrol Station,CALTEX Taman Bayu Permai,CALTEX,Selangor,3.31208,101.537
596,BJ0330,Petrol Station,BHP Ijok,BHP,Selangor,3.31384,101.413
597,BJ0330,Petrol Station,PETRONAS Ijok,PETRONAS,Selangor,3.31433,101.418
598,BJ0330,Petrol Station,CALTEX Ijok,CALTEX,Selangor,3.31495,101.415
599,BJ0330,Petrol Station,SHELL Sungai Bakau,SHELL,Selangor,3.31982,101.528
600,BJ0330,Petrol Station,ESSO Rawang,PETRON,Selangor,3.32175,101.576
601,BJ0330,Petrol Station,BHP Batu Arang,BHP,Selangor,3.32418,101.478
602,BJ0330,Petrol Station,PETRONAS Rawang,PETRONAS,Selangor,3.3254,101.579
603,BJ0330,Petrol Station,MOBIL Bdr Country Homes,MOBIL,Selangor,3.32553,101.527
604,BJ0330,Petrol Station,ESSO Bandar Country Homes,PETRON,Selangor,3.32641,101.526
605,BJ0330,Petrol Station,SHELL Rawang,SHELL,Selangor,3.33047,101.58
606,BJ0330,Petrol Station,PETRONAS RSA Rawang,PETRONAS,Selangor,3.33141,101.558
607,BJ0330,Petrol Station,SHELL Kuala Selangor,SHELL,Selangor,3.3307,101.256
608,BJ0330,Petrol Station,PETRONAS Kuala Selangor,PETRONAS,Selangor,3.33289,101.255
609,BJ0330,Petrol Station,BHP Sungai Choh,BHP,Selangor,3.33783,101.58
610,BJ0330,Petrol Station,BHP Kuala Selangor,BHP,Selangor,3.33701,101.251
611,BJ0330,Petrol Station,CALTEX Kuala Selangor,CALTEX,Selangor,3.33997,101.249
612,BJ0330,Petrol Station,CALTEX Sungai Choh,CALTEX,Selangor,3.34173,101.584
613,BJ0330,Petrol Station,PETRONAS Sungai Choh,PETRONAS,Selangor,3.34437,101.588
614,BJ0330,Petrol Station,CALTEX Pasir Penambang,CALTEX,Selangor,3.35186,101.254
615,BJ0330,Petrol Station,BHP Pasir Penambang,BHP,Selangor,3.35733,101.252
616,BJ0330,Petrol Station,BHP Serendah,BHP,Selangor,3.36259,101.602
617,BJ0330,Petrol Station,SHELL Serendah,SHELL,Selangor,3.36576,101.604
618,BJ0330,Petrol Station,CALTEX Serendah,CALTEX,Selangor,3.3707,101.61
619,BJ0330,Petrol Station,PETRONAS Serendah,PETRONAS,Selangor,3.37508,101.615
620,BJ0330,Petrol Station,SHELL Bestari Jaya,SHELL,Selangor,3.37898,101.411
621,BJ0330,Petrol Station,ESSO Bukit Beruntung,PETRON,Selangor,3.40353,101.558
622,BJ0330,Petrol Station,BHP,BHP,Selangor,3.40587,101.203
623,BJ0330,Petrol Station,MOBIL Bukit Beruntung,MOBIL,Selangor,3.41215,101.557
624,BJ0330,Petrol Station,PETRONAS Bukit Beruntung,PETRONAS,Selangor,3.41233,101.557
625,BJ0330,Petrol Station,PETRONAS Tanjung Karang,PETRONAS,Selangor,3.41488,101.191
626,BJ0330,Petrol Station,BHP Tanjung Karang,BHP,Selangor,3.419,101.187
627,BJ0330,Petrol Station,SHELL Tanjung Karang,SHELL,Selangor,3.42509,101.177
628,BJ0330,Petrol Station,PETRONAS Tanjung Karang,PETRONAS,Selangor,3.42838,101.164
629,BJ0330,Petrol Station,SHELL Batang Kali,SHELL,Selangor,3.46211,101.655
630,BJ0330,Petrol Station,PETRONAS Batang Kali,PETRONAS,Selangor,3.46342,101.652
631,BJ0330,Petrol Station,PETRONAS Batang Kali,PETRONAS,Selangor,3.46563,101.638
632,BJ0330,Petrol Station,SHELL Rasa,SHELL,Selangor,3.49303,101.642
633,BJ0330,Petrol Station,BHP Sekinchan,BHP,Selangor,3.50365,101.103
634,BJ0330,Petrol Station,CALTEX Sekinchan,CALTEX,Selangor,3.505,101.102
635,BJ0330,Petrol Station,PETRONAS Sekinchan,PETRONAS,Selangor,3.50904,101.1
636,BJ0330,Petrol Station,BHP Sekinchan,BHP,Selangor,3.50947,101.1
637,BJ0330,Petrol Station,SHELL Kuala Kubu Bharu,SHELL,Selangor,3.55779,101.641
638,BJ0330,Petrol Station,PETRONAS Kuala Kubu Bharu,PETRONAS,Selangor,3.56041,101.651
639,BJ0330,Petrol Station,ESSO Kuala Kubu Bharu,PETRON,Selangor,3.56083,101.652
640,BJ0330,Petrol Station,ESSO Kerling,PETRON,Selangor,3.59083,101.605
641,BJ0330,Petrol Station,BHP Sungai Tenggi,BHP,Selangor,3.61671,101.423
642,BJ0330,Petrol Station,CALTEX Kalumpang,CALTEX,Selangor,3.62328,101.576
643,BJ0330,Petrol Station,SHELL Kalumpang,SHELL,Selangor,3.64031,101.567
644,BJ0330,Petrol Station,BHP Sungai Haji Darani,BHP,Selangor,3.64325,101.025
645,BJ0330,Petrol Station,PETRONAS RSA Ulu Bernam (S),PETRONAS,Selangor,3.66299,101.521
646,BJ0330,Petrol Station,SHELL Ulu Bernam,SHELL,Selangor,3.67428,101.523
647,BJ0330,Petrol Station,ESSO Ulu Bernam,PETRON,Selangor,3.67454,101.522
648,BJ0330,Petrol Station,PETRONAS Sungai Besar,PETRONAS,Selangor,3.67392,100.992
649,BJ0330,Petrol Station,MOBIL Sungai Besar,MOBIL,Selangor,3.67505,100.99
650,BJ0330,Petrol Station,SHELL Sungai Besar,SHELL,Selangor,3.67542,100.99
651,BJ0330,Petrol Station,SHELL L/b Tanjung Malim (N),SHELL,Selangor,3.67726,101.5
652,BJ0330,Petrol Station,BHP Sungai Besar,BHP,Selangor,3.67879,100.986
653,BJ0330,Petrol Station,BHP Kampung Soeharto,BHP,Selangor,3.68029,101.388
654,BJ0330,Petrol Station,BHP,BHP,Selangor,3.70177,100.954
655,BJ0330,Petrol Station,BHP Sungai Terap,BHP,Selangor,3.72649,101.077
656,BJ0330,Petrol Station,CALTEX,CALTEX,Selangor,3.74451,100.977
657,BJ0330,Petrol Station,PETRONAS Sabak Bernam,PETRONAS,Selangor,3.76157,100.98
658,BJ0330,Petrol Station,SHELL Sabak Bernam,SHELL,Selangor,3.76331,100.985
659,BJ0330,Petrol Station,CALTEX Sabak Bernam,CALTEX,Selangor,3.76659,100.982
660,BJ0330,Petrol Station,BHP Sabak Bernam,BHP,Selangor,3.76724,100.991
661,BJ0330,Petrol Station,PETRONAS Bagan Nakoda Omar,PETRONAS,Selangor,3.77226,100.886
662,BJ0330,Petrol Station,PETRONAS Bukit Jalil,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.04885,101.68
663,BJ0330,Petrol Station,ESSO Besraya,PETRON,Wilayah Persekutuan Kuala Lumpur,3.0545,101.708
664,BJ0330,Petrol Station,PETRONAS TPM,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.05643,101.704
665,BJ0330,Petrol Station,BHP Sri Petaling,BHP,Wilayah Persekutuan Kuala Lumpur,3.06458,101.694
666,BJ0330,Petrol Station,SHELL RSA Awan Besar,SHELL,Wilayah Persekutuan Kuala Lumpur,3.0654,101.661
667,BJ0330,Petrol Station,CALTEX RSA Awan Besar,CALTEX,Wilayah Persekutuan Kuala Lumpur,3.06544,101.661
668,BJ0330,Petrol Station,PETRONAS RSA Awan Besar,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.06578,101.663
669,BJ0330,Petrol Station,PETRONAS RSA Kinrara,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.06669,101.656
670,BJ0330,Petrol Station,BHP Rsa Kinrara,BHP,Wilayah Persekutuan Kuala Lumpur,3.06694,101.656
671,BJ0330,Petrol Station,SHELL RSA Kinrara,SHELL,Wilayah Persekutuan Kuala Lumpur,3.06701,101.654
672,BJ0330,Petrol Station,SHELL Sri Petaling,SHELL,Wilayah Persekutuan Kuala Lumpur,3.06967,101.69
673,BJ0330,Petrol Station,MOBIL Sri Petaling,MOBIL,Wilayah Persekutuan Kuala Lumpur,3.07027,101.69
674,BJ0330,Petrol Station,PETRONAS Bukit Cheras,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.07044,101.746
675,BJ0330,Petrol Station,SHELL Tasik Selatan,SHELL,Wilayah Persekutuan Kuala Lumpur,3.0734,101.71
676,BJ0330,Petrol Station,CALTEX Jalan Puchong,CALTEX,Wilayah Persekutuan Kuala Lumpur,3.07375,101.658
677,BJ0330,Petrol Station,BHP OUG,BHP,Wilayah Persekutuan Kuala Lumpur,3.07394,101.671
678,BJ0330,Petrol Station,SHELL Jalan Puchong,SHELL,Wilayah Persekutuan Kuala Lumpur,3.07396,101.659
679,BJ0330,Petrol Station,PETRONAS Taman Len Sing,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.07422,101.746
680,BJ0330,Petrol Station,ESSO Jalan Puchong,PETRON,Wilayah Persekutuan Kuala Lumpur,3.07417,101.66
681,BJ0330,Petrol Station,SHELL NSE (N),SHELL,Wilayah Persekutuan Kuala Lumpur,3.07473,101.702
682,BJ0330,Petrol Station,ESSO NSE (N),PETRON,Wilayah Persekutuan Kuala Lumpur,3.07523,101.702
683,BJ0330,Petrol Station,PETRONAS Sri Sentosa,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.07645,101.654
684,BJ0330,Petrol Station,PETRONAS Bandar Tasik Selatan,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.08001,101.72
685,BJ0330,Petrol Station,SHELL OUG,SHELL,Wilayah Persekutuan Kuala Lumpur,3.08068,101.671
686,BJ0330,Petrol Station,ESSO Taman Connaught,PETRON,Wilayah Persekutuan Kuala Lumpur,3.08156,101.733
687,BJ0330,Petrol Station,SHELL Taman Connaught,SHELL,Wilayah Persekutuan Kuala Lumpur,3.08156,101.733
688,BJ0330,Petrol Station,BHP Taman Connaught,BHP,Wilayah Persekutuan Kuala Lumpur,3.08244,101.737
689,BJ0330,Petrol Station,BHP Jalan Klang Lama (W),BHP,Wilayah Persekutuan Kuala Lumpur,3.08274,101.663
690,BJ0330,Petrol Station,CALTEX Taman Salak Sel,CALTEX,Wilayah Persekutuan Kuala Lumpur,3.08302,101.696
691,BJ0330,Petrol Station,SHELL Taman Salak Sel,SHELL,Wilayah Persekutuan Kuala Lumpur,3.08314,101.694
692,BJ0330,Petrol Station,ESSO Jalan Klang Lama (E),PETRON,Wilayah Persekutuan Kuala Lumpur,3.08336,101.663
693,BJ0330,Petrol Station,BHP Kampung Pasir,BHP,Wilayah Persekutuan Kuala Lumpur,3.08392,101.662
694,BJ0330,Petrol Station,MOBIL Kampung Pasir,MOBIL,Wilayah Persekutuan Kuala Lumpur,3.08405,101.663
695,BJ0330,Petrol Station,CALTEX Jalan Cheras,CALTEX,Wilayah Persekutuan Kuala Lumpur,3.08576,101.742
696,BJ0330,Petrol Station,MOBIL Jalan Cheras,MOBIL,Wilayah Persekutuan Kuala Lumpur,3.08641,101.742
697,BJ0330,Petrol Station,PETRONAS Taman Segar,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.08716,101.743
698,BJ0330,Petrol Station,MOBIL Jalan Klang Lama (S),MOBIL,Wilayah Persekutuan Kuala Lumpur,3.08733,101.674
699,BJ0330,Petrol Station,SHELL Kuchai,SHELL,Wilayah Persekutuan Kuala Lumpur,3.08741,101.69
700,BJ0330,Petrol Station,BHP Bdr Tun Razak,BHP,Wilayah Persekutuan Kuala Lumpur,3.08767,101.72
701,BJ0330,Petrol Station,PETRONAS Jalan Klang Lama (S),PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.08851,101.674
702,BJ0330,Petrol Station,PETRONAS Taman Sungai Besi,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.08892,101.698
703,BJ0330,Petrol Station,SHELL Jalan Klang Lama (S),SHELL,Wilayah Persekutuan Kuala Lumpur,3.08902,101.674
704,BJ0330,Petrol Station,ESSO KL-Seremban (S),PETRON,Wilayah Persekutuan Kuala Lumpur,3.08913,101.697
705,BJ0330,Petrol Station,BHP Jalan Klang Lama (S),BHP,Wilayah Persekutuan Kuala Lumpur,3.08988,101.675
706,BJ0330,Petrol Station,BHP Kuchai Lama,BHP,Wilayah Persekutuan Kuala Lumpur,3.09143,101.687
707,BJ0330,Petrol Station,PETRONAS Ewlink,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.09173,101.711
708,BJ0330,Petrol Station,ESSO Kuchai Lama,PETRON,Wilayah Persekutuan Kuala Lumpur,3.0919,101.683
709,BJ0330,Petrol Station,SHELL Kuchai Lama,SHELL,Wilayah Persekutuan Kuala Lumpur,3.09207,101.683
710,BJ0330,Petrol Station,ESSO Taman Sungai Besi,PETRON,Wilayah Persekutuan Kuala Lumpur,3.09437,101.701
711,BJ0330,Petrol Station,PETRONAS Sri Permaisuri,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.09591,101.713
712,BJ0330,Petrol Station,MOBIL Taman Billion,MOBIL,Wilayah Persekutuan Kuala Lumpur,3.09634,101.738
713,BJ0330,Petrol Station,PETRONAS Taman Billion,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.09671,101.738
714,BJ0330,Petrol Station,SHELL Taman Midah,SHELL,Wilayah Persekutuan Kuala Lumpur,3.10035,101.733
715,BJ0330,Petrol Station,BHP Taman Cheras,BHP,Wilayah Persekutuan Kuala Lumpur,3.1014,101.741
716,BJ0330,Petrol Station,SHELL Jalan Klang Lama (N),SHELL,Wilayah Persekutuan Kuala Lumpur,3.1022,101.677
717,BJ0330,Petrol Station,MOBIL Jalan Klang Lama (N),MOBIL,Wilayah Persekutuan Kuala Lumpur,3.10289,101.677
718,BJ0330,Petrol Station,SHELL Jalan Klang Lama (S),SHELL,Wilayah Persekutuan Kuala Lumpur,3.10585,101.678
719,BJ0330,Petrol Station,BHP Jalan Kuari,BHP,Wilayah Persekutuan Kuala Lumpur,3.10664,101.745
720,BJ0330,Petrol Station,ESSO Jalan Klang Lama (N),PETRON,Wilayah Persekutuan Kuala Lumpur,3.10668,101.678
721,BJ0330,Petrol Station,BHP Jalan Klang Lama (S),BHP,Wilayah Persekutuan Kuala Lumpur,3.10743,101.679
722,BJ0330,Petrol Station,BHP Jalan Cheras,BHP,Wilayah Persekutuan Kuala Lumpur,3.10756,101.73
723,BJ0330,Petrol Station,CALTEX Jalan Kuari,CALTEX,Wilayah Persekutuan Kuala Lumpur,3.10771,101.75
724,BJ0330,Petrol Station,PETRONAS Jalan Kuari,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.10786,101.75
725,BJ0330,Petrol Station,BHP Jalan Cheras,BHP,Wilayah Persekutuan Kuala Lumpur,3.11016,101.73
726,BJ0330,Petrol Station,PETRONAS Taman Ikhsan,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.11415,101.724
727,BJ0330,Petrol Station,SHELL Jalan Cheras,SHELL,Wilayah Persekutuan Kuala Lumpur,3.11548,101.729
728,BJ0330,Petrol Station,BHP Pantai Baru,BHP,Wilayah Persekutuan Kuala Lumpur,3.11677,101.668
729,BJ0330,Petrol Station,ESSO Lorong Universiti,PETRON,Wilayah Persekutuan Kuala Lumpur,3.11872,101.648
730,BJ0330,Petrol Station,MOBIL Seputeh,MOBIL,Wilayah Persekutuan Kuala Lumpur,3.11906,101.68
731,BJ0330,Petrol Station,SHELL Lorong Universiti,SHELL,Wilayah Persekutuan Kuala Lumpur,3.11902,101.648
732,BJ0330,Petrol Station,SHELL Jalan Cheras,SHELL,Wilayah Persekutuan Kuala Lumpur,3.12142,101.728
733,BJ0330,Petrol Station,PETRONAS Jalan Cheras,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.1217,101.729
734,BJ0330,Petrol Station,PETRONAS Jalan Bangsar,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.12224,101.675
735,BJ0330,Petrol Station,ESSO Shamelin Perkasa,PETRON,Wilayah Persekutuan Kuala Lumpur,3.12267,101.738
736,BJ0330,Petrol Station,BHP Sungai Besi (S),BHP,Wilayah Persekutuan Kuala Lumpur,3.12353,101.709
737,BJ0330,Petrol Station,SHELL Sungai Besi (S),SHELL,Wilayah Persekutuan Kuala Lumpur,3.12593,101.711
738,BJ0330,Petrol Station,CALTEX Jalan Cheras (KL),CALTEX,Wilayah Persekutuan Kuala Lumpur,3.12615,101.724
739,BJ0330,Petrol Station,ESSO Jalan Maarof (S),PETRON,Wilayah Persekutuan Kuala Lumpur,3.12782,101.675
740,BJ0330,Petrol Station,PETRONAS Jalan Maarof,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.12825,101.674
741,BJ0330,Petrol Station,SHELL Jalan Bangsar,SHELL,Wilayah Persekutuan Kuala Lumpur,3.12945,101.68
742,BJ0330,Petrol Station,CALTEX Jalan Cheras (C),CALTEX,Wilayah Persekutuan Kuala Lumpur,3.12979,101.72
743,BJ0330,Petrol Station,PETRONAS Damansara Link,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.12999,101.642
744,BJ0330,Petrol Station,SHELL Jalan Peel,SHELL,Wilayah Persekutuan Kuala Lumpur,3.13076,101.723
745,BJ0330,Petrol Station,CALTEX Jalan Travers,CALTEX,Wilayah Persekutuan Kuala Lumpur,3.13361,101.683
746,BJ0330,Petrol Station,BHP Bangsar Baru,BHP,Wilayah Persekutuan Kuala Lumpur,3.13378,101.672
747,BJ0330,Petrol Station,SHELL Jalan San Peng,SHELL,Wilayah Persekutuan Kuala Lumpur,3.13387,101.707
748,BJ0330,Petrol Station,MOBIL Brickfields,MOBIL,Wilayah Persekutuan Kuala Lumpur,3.13391,101.689
749,BJ0330,Petrol Station,ESSO Taman Maluri,PETRON,Wilayah Persekutuan Kuala Lumpur,3.13434,101.734
750,BJ0330,Petrol Station,PETRONAS Jalan Cochrane,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.13473,101.719
751,BJ0330,Petrol Station,ESSO Jalan Pasar,PETRON,Wilayah Persekutuan Kuala Lumpur,3.1349,101.717
752,BJ0330,Petrol Station,CALTEX,CALTEX,Wilayah Persekutuan Kuala Lumpur,3.13576,101.631
753,BJ0330,Petrol Station,PETRONAS Brickfields,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.13599,101.691
754,BJ0330,Petrol Station,CALTEX TTDI,CALTEX,Wilayah Persekutuan Kuala Lumpur,3.13597,101.631
755,BJ0330,Petrol Station,ESSO Jalan Maharajalela,PETRON,Wilayah Persekutuan Kuala Lumpur,3.13681,101.702
756,BJ0330,Petrol Station,CALTEX Pudu,CALTEX,Wilayah Persekutuan Kuala Lumpur,3.13711,101.711
757,BJ0330,Petrol Station,BHP Jalan Maharajalela,BHP,Wilayah Persekutuan Kuala Lumpur,3.1373,101.702
758,BJ0330,Petrol Station,PETRONAS Lorong Maarof 5,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.13739,101.673
759,BJ0330,Petrol Station,SHELL TTDI,SHELL,Wilayah Persekutuan Kuala Lumpur,3.14123,101.627
760,BJ0330,Petrol Station,BHP TTDI,BHP,Wilayah Persekutuan Kuala Lumpur,3.14183,101.626
761,BJ0330,Petrol Station,PETRONAS Jalan Kampung Pandan,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.14241,101.728
762,BJ0330,Petrol Station,PETRONAS TTDI,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.14217,101.625
763,BJ0330,Petrol Station,ESSO Jalan Kasah,PETRON,Wilayah Persekutuan Kuala Lumpur,3.14428,101.661
764,BJ0330,Petrol Station,CALTEX Jalan Imbi,CALTEX,Wilayah Persekutuan Kuala Lumpur,3.14642,101.715
765,BJ0330,Petrol Station,ESSO Desa Pandan,PETRON,Wilayah Persekutuan Kuala Lumpur,3.14653,101.736
766,BJ0330,Petrol Station,ESSO Jalan Bukit Bintang,PETRON,Wilayah Persekutuan Kuala Lumpur,3.14722,101.72
767,BJ0330,Petrol Station,SHELL Jalan Bukit Bintang,SHELL,Wilayah Persekutuan Kuala Lumpur,3.14739,101.718
768,BJ0330,Petrol Station,SHELL Jalan Raja Chulan,SHELL,Wilayah Persekutuan Kuala Lumpur,3.15007,101.704
769,BJ0330,Petrol Station,SHELL Jalan Semantan,SHELL,Wilayah Persekutuan Kuala Lumpur,3.15078,101.665
770,BJ0330,Petrol Station,ESSO Jalan Semantan,PETRON,Wilayah Persekutuan Kuala Lumpur,3.15086,101.666
771,BJ0330,Petrol Station,SHELL MRR2 Pandan,SHELL,Wilayah Persekutuan Kuala Lumpur,3.15181,101.746
772,BJ0330,Petrol Station,SHELL Jalan Gelenggang,SHELL,Wilayah Persekutuan Kuala Lumpur,3.15217,101.663
773,BJ0330,Petrol Station,MOBIL TTDI,MOBIL,Wilayah Persekutuan Kuala Lumpur,3.15226,101.622
774,BJ0330,Petrol Station,ESSO TTDI,PETRON,Wilayah Persekutuan Kuala Lumpur,3.15258,101.623
775,BJ0330,Petrol Station,CALTEX Sultan Ismail,CALTEX,Wilayah Persekutuan Kuala Lumpur,3.15488,101.706
776,BJ0330,Petrol Station,ESSO Dang Wangi,PETRON,Wilayah Persekutuan Kuala Lumpur,3.15672,101.699
777,BJ0330,Petrol Station,ESSO Tun Razak (N),PETRON,Wilayah Persekutuan Kuala Lumpur,3.15698,101.721
778,BJ0330,Petrol Station,CALTEX Tun Razak (N),CALTEX,Wilayah Persekutuan Kuala Lumpur,3.1573,101.721
779,BJ0330,Petrol Station,PETRONAS Sri Hartamas,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.15752,101.649
780,BJ0330,Petrol Station,PETRONAS Science Centre,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.15792,101.712
781,BJ0330,Petrol Station,PETRONAS Sungai Penchala,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.15801,101.616
782,BJ0330,Petrol Station,SHELL Risda,SHELL,Wilayah Persekutuan Kuala Lumpur,3.15876,101.746
783,BJ0330,Petrol Station,PETRONAS Jalan Ru,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.15902,101.745
784,BJ0330,Petrol Station,ESSO Gleneagles,PETRON,Wilayah Persekutuan Kuala Lumpur,3.16046,101.739
785,BJ0330,Petrol Station,BHP Jalan Ampang,BHP,Wilayah Persekutuan Kuala Lumpur,3.16069,101.741
786,BJ0330,Petrol Station,PETRONAS Damai,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.16093,101.73
787,BJ0330,Petrol Station,SHELL Jalan Tunku Abdul Rahman,SHELL,Wilayah Persekutuan Kuala Lumpur,3.16355,101.698
788,BJ0330,Petrol Station,ESSO Jalan Datok Keramat,PETRON,Wilayah Persekutuan Kuala Lumpur,3.16528,101.723
789,BJ0330,Petrol Station,PETRONAS Jalan Raja Muda,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.16773,101.712
790,BJ0330,Petrol Station,SHELL Pekeliling,SHELL,Wilayah Persekutuan Kuala Lumpur,3.16842,101.697
791,BJ0330,Petrol Station,PETRONAS Tun Razak,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.17153,101.709
792,BJ0330,Petrol Station,SHELL Tun Razak,SHELL,Wilayah Persekutuan Kuala Lumpur,3.17215,101.708
793,BJ0330,Petrol Station,CALTEX Jalan Ipoh,CALTEX,Wilayah Persekutuan Kuala Lumpur,3.1746,101.69
794,BJ0330,Petrol Station,SHELL Jalan Ipoh,SHELL,Wilayah Persekutuan Kuala Lumpur,3.17567,101.689
795,BJ0330,Petrol Station,CALTEX Jalan Pahang,CALTEX,Wilayah Persekutuan Kuala Lumpur,3.17631,101.7
796,BJ0330,Petrol Station,PETRONAS Taman Setiawangsa,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.17773,101.744
797,BJ0330,Petrol Station,MOBIL Jalan Ipoh,MOBIL,Wilayah Persekutuan Kuala Lumpur,3.17863,101.685
798,BJ0330,Petrol Station,SHELL Jalan Pahang (S),SHELL,Wilayah Persekutuan Kuala Lumpur,3.17878,101.701
799,BJ0330,Petrol Station,MOBIL Jalan Pahang,MOBIL,Wilayah Persekutuan Kuala Lumpur,3.17912,101.7
800,BJ0330,Petrol Station,SHELL Jalan Pahang,SHELL,Wilayah Persekutuan Kuala Lumpur,3.17994,101.701
801,BJ0330,Petrol Station,BHP Jalan Pahang (S),BHP,Wilayah Persekutuan Kuala Lumpur,3.1829,101.702
802,BJ0330,Petrol Station,MOBIL Jalan Ipoh,MOBIL,Wilayah Persekutuan Kuala Lumpur,3.18303,101.681
803,BJ0330,Petrol Station,ESSO Sentul,PETRON,Wilayah Persekutuan Kuala Lumpur,3.18312,101.692
804,BJ0330,Petrol Station,SHELL Segambut Dalam,SHELL,Wilayah Persekutuan Kuala Lumpur,3.18324,101.673
805,BJ0330,Petrol Station,BHP Jalan Ipoh,BHP,Wilayah Persekutuan Kuala Lumpur,3.18357,101.682
806,BJ0330,Petrol Station,BHP Segambut Dalam,BHP,Wilayah Persekutuan Kuala Lumpur,3.18543,101.669
807,BJ0330,Petrol Station,PETRONAS Segambut Dalam,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.18627,101.669
808,BJ0330,Petrol Station,ESSO Segambut Dalam,PETRON,Wilayah Persekutuan Kuala Lumpur,3.18676,101.668
809,BJ0330,Petrol Station,CALTEX Jalan Kuching,CALTEX,Wilayah Persekutuan Kuala Lumpur,3.18758,101.67
810,BJ0330,Petrol Station,BHP Jalan Kuching,BHP,Wilayah Persekutuan Kuala Lumpur,3.18852,101.67
811,BJ0330,Petrol Station,"MOBIL Seksyen 10, Wangsa Maju",MOBIL,Wilayah Persekutuan Kuala Lumpur,3.18947,101.736
812,BJ0330,Petrol Station,SHELL Jln Ipoh,SHELL,Wilayah Persekutuan Kuala Lumpur,3.19054,101.681
813,BJ0330,Petrol Station,SHELL Taman Sejahtera,SHELL,Wilayah Persekutuan Kuala Lumpur,3.19275,101.666
814,BJ0330,Petrol Station,PETRONAS Setapak,PETRONAS,Wilayah Persekutuan Kuala Lumpur,3.19294,101.709
815,BJ0330,Petrol Station,MOBIL Kepong Baru Tambahan,MOBIL,Wilayah Persekutuan Kuala Lumpur,3.19301,101.645
816,BJ0330,Petrol Station,BHP Setapak,BHP,Wilayah Persekutuan Kuala Lumpur,3.19346,101.71
817,BJ0330,Petrol Station,MOBIL Sri Rampai,MOBIL,Wilayah Persekutuan Kuala Lumpur,3.19387,101.731
