NO,FEATURE CODE,FEATURE NAME,NAME,TYPE,STATE,LAT,LONG
286,BJ0330,Petrol Station,ESSO Toll LDP (Petaling Jaya),PETRON,Selangor,3.05847,101.614
287,BJ0330,Petrol Station,ESSO Sungai Rasau,PETRON,Selangor,3.0583,101.481
288,BJ0330,Petrol Station,BHP Sungai Rasau,BHP,Selangor,3.05875,101.48
289,BJ0330,Petrol Station,"SHELL Seksyen 16, Shah Alam",SHELL,Selangor,3.05928,101.509
290,BJ0330,Petrol Station,CALTEX RSA Sunway,CALTEX,Selangor,3.06016,101.614
291,BJ0330,Petrol Station,BHP Jalan Meru,BHP,Selangor,3.06038,101.452
292,BJ0330,Petrol Station,PETRONAS PSN Jubli Perak,PETRONAS,Selangor,3.06113,101.557
293,BJ0330,Petrol Station,"BHP Seksyen 16, Shah Alam",BHP,Selangor,3.06145,101.503
294,BJ0330,Petrol Station,BHP Federal Highway,BHP,Selangor,3.06212,101.503
295,BJ0330,Petrol Station,PETRONAS (NGV) Cheras Bt 11,PETRONAS,Selangor,3.06291,101.771
296,BJ0330,Petrol Station,PETRONAS Jalan Meru,PETRONAS,Selangor,3.06227,101.452
297,BJ0330,Petrol Station,ESSO Bandar Klang Baru,PETRON,Selangor,3.06248,101.473
298,BJ0330,Petrol Station,BHP Bdr Klang Baru,BHP,Selangor,3.06287,101.463
299,BJ0330,Petrol Station,SHELL Uitm,SHELL,Selangor,3.06302,101.502
300,BJ0330,Petrol Station,MOBIL Jalan Meru,MOBIL,Selangor,3.06289,101.452
301,BJ0330,Petrol Station,PETRONAS UiTM,PETRONAS,Selangor,3.06306,101.5
302,BJ0330,Petrol Station,ESSO Jalan Meru,PETRON,Selangor,3.06302,101.452
303,BJ0330,Petrol Station,ESSO PSN Jubli Perak,PETRON,Selangor,3.06351,101.556
304,BJ0330,Petrol Station,PETRONAS KU3,PETRONAS,Selangor,3.06327,101.439
305,BJ0330,Petrol Station,CALTEX Taman Kinrara 4,CALTEX,Selangor,3.06422,101.641
306,BJ0330,Petrol Station,BHP SS13,BHP,Selangor,3.06497,101.593
307,BJ0330,Petrol Station,SHELL Jalan Puchong,SHELL,Selangor,3.06542,101.65
308,BJ0330,Petrol Station,SHELL Kaw 18,SHELL,Selangor,3.06497,101.426
309,BJ0330,Petrol Station,"ESSO Seksyen 7, Shah Alam",PETRON,Selangor,3.06572,101.491
310,BJ0330,Petrol Station,ESSO Jalan Puchong,PETRON,Selangor,3.06619,101.651
311,BJ0330,Petrol Station,SHELL SS19,SHELL,Selangor,3.06611,101.58
312,BJ0330,Petrol Station,SHELL Seksyen 7,SHELL,Selangor,3.06619,101.491
313,BJ0330,Petrol Station,PETRONAS Federal Highway (S),PETRONAS,Selangor,3.06703,101.533
314,BJ0330,Petrol Station,SHELL Sungai Agas,SHELL,Selangor,3.06737,101.428
315,BJ0330,Petrol Station,PETRONAS Sungai Agas,PETRONAS,Selangor,3.06763,101.426
316,BJ0330,Petrol Station,ESSO Rantau Selamat,PETRON,Selangor,3.06851,101.556
317,BJ0330,Petrol Station,PETRONAS Kaw 19,PETRONAS,Selangor,3.06937,101.438
318,BJ0330,Petrol Station,"PETRONAS Seksyen 7, Shah Alam",PETRONAS,Selangor,3.07014,101.491
319,BJ0330,Petrol Station,SHELL Taman Sungai Putus,SHELL,Selangor,3.07042,101.438
320,BJ0330,Petrol Station,SHELL Bukit Raja,SHELL,Selangor,3.07096,101.473
321,BJ0330,Petrol Station,"PETRONAS Seksyen 15, Shah Alam",PETRONAS,Selangor,3.07121,101.547
322,BJ0330,Petrol Station,SHELL SS18,SHELL,Selangor,3.07158,101.58
323,BJ0330,Petrol Station,SHELL Batu Belah,SHELL,Selangor,3.07145,101.445
324,BJ0330,Petrol Station,PETRONAS Bukit Raja,PETRONAS,Selangor,3.07156,101.474
325,BJ0330,Petrol Station,BHP SS18,BHP,Selangor,3.07196,101.58
326,BJ0330,Petrol Station,ESSO Jalan Pengasah 4,PETRON,Selangor,3.07154,101.413
327,BJ0330,Petrol Station,BHP,BHP,Selangor,3.07169,101.411
328,BJ0330,Petrol Station,ESSO PJS 11,PETRON,Selangor,3.07231,101.602
329,BJ0330,Petrol Station,CALTEX SS14,CALTEX,Selangor,3.07276,101.587
330,BJ0330,Petrol Station,MOBIL SS14,MOBIL,Selangor,3.07278,101.592
331,BJ0330,Petrol Station,BHP SS14,BHP,Selangor,3.07278,101.592
332,BJ0330,Petrol Station,ESSO Taman Permai,PETRON,Selangor,3.0739,101.759
333,BJ0330,Petrol Station,BHP SS12,BHP,Selangor,3.07379,101.598
334,BJ0330,Petrol Station,PETRONAS SS17,PETRONAS,Selangor,3.07379,101.584
335,BJ0330,Petrol Station,SHELL PJS 7,SHELL,Selangor,3.07407,101.616
336,BJ0330,Petrol Station,SHELL Batu Tiga,SHELL,Selangor,3.07409,101.55
337,BJ0330,Petrol Station,ESSO Batu Tiga,PETRON,Selangor,3.07422,101.549
338,BJ0330,Petrol Station,CALTEX PJS 10,CALTEX,Selangor,3.07441,101.606
339,BJ0330,Petrol Station,PETRONAS Taman Medan Baru,PETRONAS,Selangor,3.07454,101.637
340,BJ0330,Petrol Station,"CALTEX Seksyen 3, Shah Alam",CALTEX,Selangor,3.07426,101.51
341,BJ0330,Petrol Station,SHELL Cheras Bt 9,SHELL,Selangor,3.07516,101.76
342,BJ0330,Petrol Station,"ESSO Seksyen 11, Shah Alam",PETRON,Selangor,3.07544,101.53
343,BJ0330,Petrol Station,"CALTEX Seksyen 11, Shah Alam",CALTEX,Selangor,3.07574,101.531
344,BJ0330,Petrol Station,ESSO Mutiara Bukit Raja,PETRON,Selangor,3.0763,101.449
345,BJ0330,Petrol Station,"PETRONAS Seksyen 7, Shah Alam",PETRONAS,Selangor,3.07649,101.494
346,BJ0330,Petrol Station,SHELL Sunway,SHELL,Selangor,3.07686,101.61
347,BJ0330,Petrol Station,PETRONAS Batu Tiga,PETRONAS,Selangor,3.07675,101.559
348,BJ0330,Petrol Station,"SHELL Seksyen 7, Shah Alam",SHELL,Selangor,3.07748,101.497
349,BJ0330,Petrol Station,PETRONAS Jalan Haji Sirat,PETRONAS,Selangor,3.07769,101.435
350,BJ0330,Petrol Station,SHELL Haji Sirat,SHELL,Selangor,3.07776,101.421
351,BJ0330,Petrol Station,PETRONAS Expressway-E7,PETRONAS,Selangor,3.0787,101.75
352,BJ0330,Petrol Station,PETRONAS PSN Sukan,PETRONAS,Selangor,3.07847,101.547
353,BJ0330,Petrol Station,SHELL SS15,SHELL,Selangor,3.07872,101.586
354,BJ0330,Petrol Station,BHP PJS 6,BHP,Selangor,3.07894,101.614
355,BJ0330,Petrol Station,PETRONAS Taman Sungai Puloh,PETRONAS,Selangor,3.07853,101.421
356,BJ0330,Petrol Station,SHELL SS17,SHELL,Selangor,3.07915,101.581
357,BJ0330,Petrol Station,ESSO SS17,PETRON,Selangor,3.0792,101.582
358,BJ0330,Petrol Station,SHELL PJS 1,SHELL,Selangor,3.08121,101.647
359,BJ0330,Petrol Station,SHELL Batu Tiga Toll,SHELL,Selangor,3.08121,101.573
360,BJ0330,Petrol Station,CALTEX PJ Seksyen 18,CALTEX,Selangor,3.08143,101.654
361,BJ0330,Petrol Station,ESSO PJS 6,PETRON,Selangor,3.08136,101.617
362,BJ0330,Petrol Station,PETRONAS PJS 6,PETRONAS,Selangor,3.08145,101.618
363,BJ0330,Petrol Station,PETRONAS Klang Utara,PETRONAS,Selangor,3.08138,101.428
364,BJ0330,Petrol Station,SHELL Persiaran Kerjaya,SHELL,Selangor,3.08203,101.563
365,BJ0330,Petrol Station,CALTEX P Kerjaya,CALTEX,Selangor,3.08205,101.564
366,BJ0330,Petrol Station,"SHELL Seksyen 9, Shah Alam",SHELL,Selangor,3.08269,101.527
367,BJ0330,Petrol Station,"PETRONAS Seksyen 6, Shah Alam",PETRONAS,Selangor,3.08374,101.508
368,BJ0330,Petrol Station,SHELL Jalan Templer,SHELL,Selangor,3.08598,101.654
369,BJ0330,Petrol Station,SHELL,SHELL,Selangor,3.08574,101.554
370,BJ0330,Petrol Station,BHP Jalan Templer,BHP,Selangor,3.08619,101.654
371,BJ0330,Petrol Station,PETRONAS Gasing Indah,PETRONAS,Selangor,3.08668,101.663
372,BJ0330,Petrol Station,ESSO PJ Old Town,PETRON,Selangor,3.08834,101.647
373,BJ0330,Petrol Station,PETRONAS Sungai Way,PETRONAS,Selangor,3.08864,101.614
374,BJ0330,Petrol Station,CALTEX PJ Old town,CALTEX,Selangor,3.0899,101.646
375,BJ0330,Petrol Station,SHELL Segar Perdana,SHELL,Selangor,3.0902,101.762
376,BJ0330,Petrol Station,MOBIL SS8,MOBIL,Selangor,3.09016,101.613
377,BJ0330,Petrol Station,MOBIL Jalan Templer,MOBIL,Selangor,3.09119,101.651
378,BJ0330,Petrol Station,CALTEX SS9,CALTEX,Selangor,3.09205,101.62
379,BJ0330,Petrol Station,CALTEX Glenmarie,CALTEX,Selangor,3.09411,101.586
380,BJ0330,Petrol Station,ESSO SS3,PETRON,Selangor,3.09437,101.611
381,BJ0330,Petrol Station,SHELL SS3,SHELL,Selangor,3.09473,101.611
382,BJ0330,Petrol Station,SHELL Jalan Kapar,SHELL,Selangor,3.09456,101.385
383,BJ0330,Petrol Station,PETRONAS TTDI Jaya,PETRONAS,Selangor,3.09548,101.556
384,BJ0330,Petrol Station,SHELL Jalan 222,SHELL,Selangor,3.09641,101.63
385,BJ0330,Petrol Station,BHP Jalan 222,BHP,Selangor,3.09653,101.634
386,BJ0330,Petrol Station,ESSO TTDI Jaya,PETRON,Selangor,3.09673,101.556
387,BJ0330,Petrol Station,PETRONAS Jalan 222,PETRONAS,Selangor,3.09716,101.632
388,BJ0330,Petrol Station,PETRONAS Jalan Selangor,PETRONAS,Selangor,3.09791,101.647
389,BJ0330,Petrol Station,SHELL PJ New town,SHELL,Selangor,3.09793,101.647
390,BJ0330,Petrol Station,PETRONAS Sungai Kapar Indah,PETRONAS,Selangor,3.09739,101.375
391,BJ0330,Petrol Station,SHELL Jalan Selangor,SHELL,Selangor,3.0987,101.647
392,BJ0330,Petrol Station,PETRONAS Exit 103,PETRONAS,Selangor,3.09872,101.544
393,BJ0330,Petrol Station,PETRONAS Nanding,PETRONAS,Selangor,3.09941,101.802
394,BJ0330,Petrol Station,SHELL Ttdi Jaya,SHELL,Selangor,3.09896,101.557
395,BJ0330,Petrol Station,CALTEX Jalan Changgai,CALTEX,Selangor,3.0993,101.648
396,BJ0330,Petrol Station,SHELL Subang Toll,SHELL,Selangor,3.0999,101.59
397,BJ0330,Petrol Station,MOBIL SS1,MOBIL,Selangor,3.10029,101.619
398,BJ0330,Petrol Station,PETRONAS Subang Toll,PETRONAS,Selangor,3.10037,101.59
399,BJ0330,Petrol Station,CALTEX Setia Alam (U/C),CALTEX,Selangor,3.1013,101.444
400,BJ0330,Petrol Station,SHELL LDP KJ (N),SHELL,Selangor,3.10289,101.597
401,BJ0330,Petrol Station,ESSO Asia Jaya,PETRON,Selangor,3.10426,101.64
402,BJ0330,Petrol Station,SHELL LDP KJ (S),SHELL,Selangor,3.10497,101.597
403,BJ0330,Petrol Station,ESSO Jalan Gasing,PETRON,Selangor,3.10799,101.653
404,BJ0330,Petrol Station,BHP Jalan Gasing,BHP,Selangor,3.10812,101.654
405,BJ0330,Petrol Station,CALTEX Taman Paramount,CALTEX,Selangor,3.10808,101.625
406,BJ0330,Petrol Station,PETRONAS SS4,PETRONAS,Selangor,3.10821,101.607
407,BJ0330,Petrol Station,SHELL Jalan Gasing,SHELL,Selangor,3.10844,101.653
408,BJ0330,Petrol Station,SHELL SS4,SHELL,Selangor,3.10855,101.607
409,BJ0330,Petrol Station,PETRONAS Setia Alam,PETRONAS,Selangor,3.10924,101.448
410,BJ0330,Petrol Station,SHELL Seapark,SHELL,Selangor,3.10984,101.623
411,BJ0330,Petrol Station,CALTEX Kelana Jaya,CALTEX,Selangor,3.10984,101.596
412,BJ0330,Petrol Station,CALTEX Paramount Garden,CALTEX,Selangor,3.11115,101.63
413,BJ0330,Petrol Station,ESSO Jalan 21/34,PETRON,Selangor,3.11132,101.619
414,BJ0330,Petrol Station,ESSO Jalan Kuari,PETRON,Selangor,3.11215,101.755
415,BJ0330,Petrol Station,CALTEX Jalan 19/1B,CALTEX,Selangor,3.11278,101.627
416,BJ0330,Petrol Station,ESSO MRR2,PETRON,Selangor,3.11353,101.746
417,BJ0330,Petrol Station,BHP Jalan 19/1B,BHP,Selangor,3.11327,101.627
418,BJ0330,Petrol Station,BHP Jalan Subang,BHP,Selangor,3.11374,101.568
419,BJ0330,Petrol Station,MOBIL SS2,MOBIL,Selangor,3.11413,101.62
420,BJ0330,Petrol Station,SHELL Taman Muda,SHELL,Selangor,3.11559,101.762
421,BJ0330,Petrol Station,PETRONAS Bukit Jelutong,PETRONAS,Selangor,3.11606,101.527
422,BJ0330,Petrol Station,PETRONAS Jalan Subang,PETRONAS,Selangor,3.11688,101.566
423,BJ0330,Petrol Station,BHP Taman Muda,BHP,Selangor,3.11859,101.76
424,BJ0330,Petrol Station,BHP SS2,BHP,Selangor,3.11833,101.624
425,BJ0330,Petrol Station,PETRONAS Taman Muda,PETRONAS,Selangor,3.11902,101.763
426,BJ0330,Petrol Station,MOBIL Taman Muda,MOBIL,Selangor,3.11936,101.757
427,BJ0330,Petrol Station,PETRONAS NKVE,PETRONAS,Selangor,3.11941,101.593
428,BJ0330,Petrol Station,SHELL Taman Dato Bandar Meru,SHELL,Selangor,3.11913,101.441
429,BJ0330,Petrol Station,MOBIL SS2,MOBIL,Selangor,3.11977,101.618
430,BJ0330,Petrol Station,ESSO Taman Putra,PETRON,Selangor,3.12106,101.765
431,BJ0330,Petrol Station,BHP SS22,BHP,Selangor,3.12087,101.618
432,BJ0330,Petrol Station,PETRONAS SS22,PETRONAS,Selangor,3.12117,101.619
433,BJ0330,Petrol Station,SHELL NKVE,SHELL,Selangor,3.12297,101.594
434,BJ0330,Petrol Station,PETRONAS Ara Damansara,PETRONAS,Selangor,3.12342,101.576
435,BJ0330,Petrol Station,SHELL SS23,SHELL,Selangor,3.12381,101.614
436,BJ0330,Petrol Station,SHELL SS23,SHELL,Selangor,3.12387,101.614
437,BJ0330,Petrol Station,SHELL Pandan Mewah,SHELL,Selangor,3.12445,101.763
438,BJ0330,Petrol Station,SHELL Jalan 17/22,SHELL,Selangor,3.1246,101.636
439,BJ0330,Petrol Station,PETRONAS SS22,PETRONAS,Selangor,3.12823,101.621
440,BJ0330,Petrol Station,BHP Phileo Dsara,BHP,Selangor,3.12831,101.643
441,BJ0330,Petrol Station,SHELL Pandan Indah,SHELL,Selangor,3.12949,101.753
442,BJ0330,Petrol Station,PETRONAS (NGV)  Taman Permai Jaya,PETRONAS,Selangor,3.12971,101.776
443,BJ0330,Petrol Station,CALTEX Cheras Indah,CALTEX,Selangor,3.13014,101.743
444,BJ0330,Petrol Station,PETRONAS Pandan Indah,PETRONAS,Selangor,3.13018,101.753
445,BJ0330,Petrol Station,SHELL Cheras Indah,SHELL,Selangor,3.13022,101.742
446,BJ0330,Petrol Station,BHP Jalan Meru,BHP,Selangor,3.13012,101.44
447,BJ0330,Petrol Station,BHP,BHP,Selangor,3.13012,101.44
448,BJ0330,Petrol Station,ESSO Pandan Indah,PETRON,Selangor,3.1317,101.763
449,BJ0330,Petrol Station,SHELL Seksyen 17,SHELL,Selangor,3.13155,101.634
450,BJ0330,Petrol Station,PETRONAS Meru,PETRONAS,Selangor,3.1314,101.44
451,BJ0330,Petrol Station,ESSO Jalan Sungai Buloh,PETRON,Selangor,3.13196,101.525
452,BJ0330,Petrol Station,ESSO Jalan Pandan Indah,PETRON,Selangor,3.13263,101.762
453,BJ0330,Petrol Station,SHELL Kayu Ara,SHELL,Selangor,3.13271,101.612
454,BJ0330,Petrol Station,BHP Kayu Ara,BHP,Selangor,3.13278,101.611
455,BJ0330,Petrol Station,PETRONAS (NGV) Kayu Ara,PETRONAS,Selangor,3.13348,101.613
456,BJ0330,Petrol Station,ESSO Kayu Ara,PETRON,Selangor,3.13366,101.611
457,BJ0330,Petrol Station,MOBIL Bdr Utama,MOBIL,Selangor,3.13576,101.608
458,BJ0330,Petrol Station,CALTEX Bandar Utama,CALTEX,Selangor,3.13602,101.608
459,BJ0330,Petrol Station,BHP Pandan Jaya,BHP,Selangor,3.13698,101.743
460,BJ0330,Petrol Station,SHELL Pandan Jaya,SHELL,Selangor,3.13713,101.743
461,BJ0330,Petrol Station,BHP Taman Khoo Kek Kheng,BHP,Selangor,3.13675,101.379
462,BJ0330,Petrol Station,SHELL Taman Mutiara Kapar,SHELL,Selangor,3.1372,101.375
463,BJ0330,Petrol Station,BHP Damansara Utama,BHP,Selangor,3.13829,101.624
464,BJ0330,Petrol Station,CALTEX Taman Cempaka,CALTEX,Selangor,3.13958,101.752
465,BJ0330,Petrol Station,PETRONAS Taman Cempaka,PETRONAS,Selangor,3.13973,101.752
466,BJ0330,Petrol Station,MOBIL Taman Mutiara Kapar,MOBIL,Selangor,3.13889,101.369
467,BJ0330,Petrol Station,PETRONAS Tesco Ampang,PETRONAS,Selangor,3.14119,101.742
468,BJ0330,Petrol Station,PETRONAS Kampung Melayu Subang,PETRONAS,Selangor,3.14254,101.533
469,BJ0330,Petrol Station,MOBIL Bdr Utama,MOBIL,Selangor,3.14359,101.616
470,BJ0330,Petrol Station,SHELL Bandar Utama,SHELL,Selangor,3.14383,101.616
471,BJ0330,Petrol Station,CALTEX Kampung Seri Subang,CALTEX,Selangor,3.14406,101.535
472,BJ0330,Petrol Station,SHELL Taman Nirwana,SHELL,Selangor,3.1455,101.751
473,BJ0330,Petrol Station,MOBIL Kampung Seri Subang,MOBIL,Selangor,3.14533,101.539
474,BJ0330,Petrol Station,PETRONAS Ampang,PETRONAS,Selangor,3.14649,101.763
475,BJ0330,Petrol Station,CALTEX Wawasan Ampang,CALTEX,Selangor,3.14782,101.766
476,BJ0330,Petrol Station,SHELL Wawasan Ampang,SHELL,Selangor,3.14786,101.765
477,BJ0330,Petrol Station,PETRONAS Wawasan Ampang,PETRONAS,Selangor,3.14808,101.765
478,BJ0330,Petrol Station,SHELL Jalan Sungai Buloh,SHELL,Selangor,3.1481,101.525
479,BJ0330,Petrol Station,SHELL Pekan Ampang,SHELL,Selangor,3.14962,101.763
480,BJ0330,Petrol Station,PETRONAS Kota Dsara,PETRONAS,Selangor,3.14977,101.58
481,BJ0330,Petrol Station,SHELL Sunway Damansara,SHELL,Selangor,3.14992,101.601
482,BJ0330,Petrol Station,PETRONAS Kota Damansara,PETRONAS,Selangor,3.15037,101.585
483,BJ0330,Petrol Station,SHELL Kota Damansara,SHELL,Selangor,3.15059,101.582
484,BJ0330,Petrol Station,SHELL Ampang LRT,SHELL,Selangor,3.15142,101.76
485,BJ0330,Petrol Station,CALTEX Bukit Indah,CALTEX,Selangor,3.15286,101.774
486,BJ0330,Petrol Station,ESSO Subang 2,PETRON,Selangor,3.15338,101.552
487,BJ0330,Petrol Station,CALTEX Subang 2,CALTEX,Selangor,3.15344,101.553
488,BJ0330,Petrol Station,PETRONAS Kampung Melayu Subang,PETRONAS,Selangor,3.15891,101.526
489,BJ0330,Petrol Station,MOBIL Kampung Melayu Subang,MOBIL,Selangor,3.15919,101.53
490,BJ0330,Petrol Station,PETRONAS Ampang Jaya,PETRONAS,Selangor,3.16037,101.754
491,BJ0330,Petrol Station,PETRONAS Mutiara Dsara,PETRONAS,Selangor,3.16005,101.614
492,BJ0330,Petrol Station,MOBIL MRR2 Ampang Jaya,MOBIL,Selangor,3.16065,101.751
493,BJ0330,Petrol Station,SHELL Kota Damansara,SHELL,Selangor,3.16091,101.574
494,BJ0330,Petrol Station,PETRONAS MRR2 Ampang Jaya,PETRONAS,Selangor,3.16157,101.752
495,BJ0330,Petrol Station,BHP Mutiara Dsara,BHP,Selangor,3.1629,101.612
496,BJ0330,Petrol Station,SHELL Sungai Buloh,SHELL,Selangor,3.16601,101.569
497,BJ0330,Petrol Station,SHELL Sungai Buloh,SHELL,Selangor,3.16608,101.569
498,BJ0330,Petrol Station,PETRONAS Jalan Enggang,PETRONAS,Selangor,3.16794,101.736
499,BJ0330,Petrol Station,PETRONAS AU2,PETRONAS,Selangor,3.17155,101.751
500,BJ0330,Petrol Station,PETRONAS Bukit Subang,PETRONAS,Selangor,3.17106,101.51
501,BJ0330,Petrol Station,PETRONAS Jelatek 2,PETRONAS,Selangor,3.17249,101.735
502,BJ0330,Petrol Station,SHELL Kota Damansara,SHELL,Selangor,3.17357,101.576
503,BJ0330,Petrol Station,PETRONAS Subang Bestari,PETRONAS,Selangor,3.17427,101.549
504,BJ0330,Petrol Station,CALTEX Taman Setiawangsa,CALTEX,Selangor,3.17756,101.737
505,BJ0330,Petrol Station,ESSO Pinggiran Ukay,PETRON,Selangor,3.18704,101.762
506,BJ0330,Petrol Station,ESSO Sungai Buloh,PETRON,Selangor,3.18681,101.579
507,BJ0330,Petrol Station,ESSO Rsa Sungai Buloh (N),PETRON,Selangor,3.18822,101.585
508,BJ0330,Petrol Station,ESSO Rsa Sungai Buloh (S),PETRON,Selangor,3.18848,101.588
509,BJ0330,Petrol Station,SHELL Sri Damansara,SHELL,Selangor,3.18953,101.616
510,BJ0330,Petrol Station,SHELL Pinggiran Ukay,SHELL,Selangor,3.19067,101.762
511,BJ0330,Petrol Station,PETRONAS Bukit Antarabangsa,PETRONAS,Selangor,3.19163,101.77
512,BJ0330,Petrol Station,PETRONAS Damansara Damai,PETRONAS,Selangor,3.19311,101.593
513,BJ0330,Petrol Station,CALTEX R&R Sungai Penchala,CALTEX,Selangor,3.19348,101.619
514,BJ0330,Petrol Station,SHELL SD12,SHELL,Selangor,3.19436,101.607
515,BJ0330,Petrol Station,SHELL Sri Damansara,SHELL,Selangor,3.19442,101.611
516,BJ0330,Petrol Station,SHELL Sungai Buloh,SHELL,Selangor,3.19451,101.577
517,BJ0330,Petrol Station,MOBIL SD12,MOBIL,Selangor,3.19475,101.608
518,BJ0330,Petrol Station,SHELL Dsara Damai,SHELL,Selangor,3.19492,101.592
519,BJ0330,Petrol Station,PETRONAS Jeram,PETRONAS,Selangor,3.19429,101.315
520,BJ0330,Petrol Station,SHELL Dsara Damai,SHELL,Selangor,3.19505,101.592
521,BJ0330,Petrol Station,BHP Sungai Buloh,BHP,Selangor,3.19764,101.578
522,BJ0330,Petrol Station,ESSO Sri Damansara,PETRON,Selangor,3.19786,101.608
523,BJ0330,Petrol Station,BHP Sri Damansara,BHP,Selangor,3.19796,101.607
524,BJ0330,Petrol Station,SHELL Persiaran Industri,SHELL,Selangor,3.19882,101.606
525,BJ0330,Petrol Station,ESSO AU5,PETRON,Selangor,3.20097,101.756
526,BJ0330,Petrol Station,PETRONAS AU5,PETRONAS,Selangor,3.20099,101.755
527,BJ0330,Petrol Station,CALTEX Jalan Kuala Selangor,CALTEX,Selangor,3.20065,101.6
528,BJ0330,Petrol Station,CALTEX BB Sungai Buloh,CALTEX,Selangor,3.20101,101.556
529,BJ0330,Petrol Station,PETRONAS MRR2 (S),PETRONAS,Selangor,3.20168,101.761
530,BJ0330,Petrol Station,PETRONAS Saujana Utama,PETRONAS,Selangor,3.20165,101.481
531,BJ0330,Petrol Station,SHELL MRR2 (S),SHELL,Selangor,3.2026,101.76
532,BJ0330,Petrol Station,SHELL MRR2 (S),SHELL,Selangor,3.20266,101.76
533,BJ0330,Petrol Station,PETRONAS MRR2,PETRONAS,Selangor,3.2032,101.759
534,BJ0330,Petrol Station,PETRONAS Kip,PETRONAS,Selangor,3.20408,101.608
535,BJ0330,Petrol Station,BHP Taman Bukit Maluri,BHP,Selangor,3.20582,101.628
536,BJ0330,Petrol Station,SHELL Bandar Baru Sungai Buloh,SHELL,Selangor,3.2061,101.562
537,BJ0330,Petrol Station,SHELL Lembah Keramat,SHELL,Selangor,3.20713,101.755
538,BJ0330,Petrol Station,ESSO Taman Bukit Maluri,PETRON,Selangor,3.20691,101.628
539,BJ0330,Petrol Station,CALTEX Taman Bukit Maluri,CALTEX,Selangor,3.20753,101.626
540,BJ0330,Petrol Station,SHELL Desa Aman,SHELL,Selangor,3.20844,101.615
541,BJ0330,Petrol Station,ESSO Bandar Sungai Buloh,PETRON,Selangor,3.20904,101.566
542,BJ0330,Petrol Station,CALTEX Taman Melawati,CALTEX,Selangor,3.21107,101.752
543,BJ0330,Petrol Station,BHP Taman Melawati,BHP,Selangor,3.21135,101.752
544,BJ0330,Petrol Station,ESSO Bukit Rahman Putra,PETRON,Selangor,3.21129,101.562
545,BJ0330,Petrol Station,PETRONAS Kampung Klang Gates,PETRONAS,Selangor,3.21202,101.744
546,BJ0330,Petrol Station,BHP Bukit Gading,BHP,Selangor,3.21582,101.531
547,BJ0330,Petrol Station,BHP Desa Jaya,BHP,Selangor,3.21633,101.63
548,BJ0330,Petrol Station,PETRONAS Gombak Setia,PETRONAS,Selangor,3.21781,101.713
549,BJ0330,Petrol Station,MOBIL Taman Ehsan,MOBIL,Selangor,3.22062,101.624
550,BJ0330,Petrol Station,PETRONAS Puncak Alam,PETRONAS,Selangor,3.22037,101.447
551,BJ0330,Petrol Station,ESSO Taman Ehsan,PETRON,Selangor,3.22086,101.624
552,BJ0330,Petrol Station,PETRONAS Taman Daya,PETRONAS,Selangor,3.22301,101.638
553,BJ0330,Petrol Station,SHELL Jalan Melati 1/5,SHELL,Selangor,3.22423,101.721
554,BJ0330,Petrol Station,PETRONAS BRP,PETRONAS,Selangor,3.22455,101.557
555,BJ0330,Petrol Station,SHELL Jeram,SHELL,Selangor,3.2274,101.315
556,BJ0330,Petrol Station,PETRONAS Puncak Alam Fasa 2,PETRONAS,Selangor,3.23176,101.427
557,BJ0330,Petrol Station,SHELL MRR2 (N),SHELL,Selangor,3.23446,101.723
558,BJ0330,Petrol Station,SHELL,SHELL,Selangor,3.23444,101.641
559,BJ0330,Petrol Station,SHELL MRR2 (N),SHELL,Selangor,3.23468,101.723
560,BJ0330,Petrol Station,SHELL Taman Batu,SHELL,Selangor,3.23474,101.704
561,BJ0330,Petrol Station,ESSO Taman Samudera,PETRON,Selangor,3.23515,101.69
562,BJ0330,Petrol Station,SHELL Taman Samudera,SHELL,Selangor,3.23515,101.69
563,BJ0330,Petrol Station,PETRONAS Taman Samudera,PETRONAS,Selangor,3.23526,101.692
564,BJ0330,Petrol Station,PETRONAS Sunwy Batu Caves,PETRONAS,Selangor,3.23594,101.687
565,BJ0330,Petrol Station,BHP Batu Caves,BHP,Selangor,3.23629,101.697
566,BJ0330,Petrol Station,CALTEX Kampung Tempurong,CALTEX,Selangor,3.23655,101.539
567,BJ0330,Petrol Station,PETRONAS Jalan Sungai Tua,PETRONAS,Selangor,3.23867,101.673
568,BJ0330,Petrol Station,ESSO Selayang Utama,PETRON,Selangor,3.23861,101.644
569,BJ0330,Petrol Station,SHELL Selayang Jaya,SHELL,Selangor,3.23886,101.65
570,BJ0330,Petrol Station,MOBIL Seri Gombak,MOBIL,Selangor,3.24056,101.704
571,BJ0330,Petrol Station,BHP Seri Gombak,BHP,Selangor,3.24058,101.704
572,BJ0330,Petrol Station,PETRONAS Seri Gombak,PETRONAS,Selangor,3.2406,101.703
573,BJ0330,Petrol Station,SHELL Karak Highway (E),SHELL,Selangor,3.24103,101.716
574,BJ0330,Petrol Station,SHELL Karak Highway (E),SHELL,Selangor,3.24118,101.719
575,BJ0330,Petrol Station,PETRONAS Karak Highway (E),PETRONAS,Selangor,3.24118,101.717
576,BJ0330,Petrol Station,SHELL Taman Bidara,SHELL,Selangor,3.24135,101.644
577,BJ0330,Petrol Station,PETRONAS Selayang Jaya,PETRONAS,Selangor,3.24172,101.65
